frame,x1,y1,x2,y2,conf
2346,5,574,14,582,0.2562846541404724
2347,1020,302,1030,312,0.31199342012405396
2347,5,574,14,582,0.251457542181015
2348,1020,302,1030,312,0.3163740038871765
2348,5,574,14,582,0.2509895861148834
2349,1020,302,1030,312,0.31947076320648193
2349,5,574,14,582,0.24818596243858337
2350,1020,302,1030,312,0.31665024161338806
2350,5,574,14,582,0.25223615765571594
2351,1020,302,1030,312,0.32151535153388977
2351,5,574,14,582,0.25475430488586426
2352,1020,302,1030,312,0.32147538661956787
2352,5,574,14,582,0.2530514895915985
2353,1020,302,1030,312,0.32462722063064575
2353,5,574,14,582,0.24908390641212463
2354,1020,302,1030,312,0.32515278458595276
2354,1001,126,1009,135,0.2853895425796509
2354,5,574,14,582,0.25236228108406067
2355,999,121,1006,128,0.3635600209236145
2355,1020,302,1030,312,0.32190239429473877
2355,5,574,14,582,0.26584184169769287
2356,1020,302,1030,312,0.31735852360725403
2356,997,116,1004,124,0.28132277727127075
2356,5,574,14,582,0.2752377688884735
2357,995,112,1001,118,0.3564335107803345
2357,1020,302,1030,312,0.32095637917518616
2357,5,574,14,582,0.2664100229740143
2358,992,108,999,115,0.38584980368614197
2358,1020,302,1030,312,0.3128353953361511
2358,5,574,14,582,0.2743785083293915
2359,1020,302,1030,312,0.31024685502052307
2359,5,574,14,582,0.26573166251182556
2359,990,104,997,112,0.140326589345932
2360,1020,302,1030,312,0.3033239543437958
2360,5,574,14,582,0.2671334445476532
2361,1020,303,1030,311,0.2918379604816437
2361,985,110,992,117,0.2888651192188263
2361,5,574,14,582,0.2741224765777588
2362,5,574,14,582,0.29757747054100037
2362,1020,302,1030,311,0.2886216640472412
2362,983,115,990,124,0.15332892537117004
2362,1018,302,1029,312,0.1484498828649521
2363,1020,302,1030,311,0.29226505756378174
2363,5,574,14,582,0.28944799304008484
2364,1020,303,1030,311,0.29456621408462524
2364,5,574,14,582,0.27916887402534485
2365,978,123,984,131,0.47320857644081116
2365,1020,303,1030,311,0.29120707511901855
2365,5,574,14,582,0.2844194173812866
2366,976,118,983,126,0.5526154041290283
2366,5,574,14,582,0.2897525727748871
2366,1020,303,1030,311,0.27951377630233765
2366,1018,302,1029,312,0.14208878576755524
2367,5,574,14,582,0.2817901074886322
2367,1020,303,1030,311,0.27926263213157654
2367,974,112,982,120,0.2209782898426056
2367,1018,302,1029,312,0.1418628841638565
2368,1020,303,1030,312,0.29034045338630676
2368,5,574,14,582,0.2862967550754547
2368,973,108,980,116,0.2518075704574585
2369,1020,303,1030,312,0.2995591461658478
2369,5,574,14,582,0.2896372973918915
2370,1020,303,1030,312,0.2995055913925171
2370,5,574,14,582,0.2969903349876404
2371,1020,303,1030,312,0.316474050283432
2371,5,574,14,582,0.2984865605831146
2372,1020,303,1030,312,0.30993929505348206
2372,5,574,14,582,0.29310452938079834
2373,1020,303,1030,312,0.3175692558288574
2373,5,574,14,582,0.30148211121559143
2374,1020,303,1030,312,0.31729114055633545
2374,5,574,14,582,0.29934975504875183
2375,1020,302,1030,312,0.3155558407306671
2375,5,574,14,582,0.25766846537590027
2376,1020,302,1030,312,0.3068608343601227
2376,5,574,14,582,0.2584996223449707
2376,937,22,944,31,0.10121365636587143
2377,1020,303,1030,312,0.31095486879348755
2377,5,574,14,582,0.2569853663444519
2378,1020,303,1030,312,0.3313547372817993
2378,5,574,14,582,0.25698283314704895
2379,1020,303,1030,312,0.33562809228897095
2379,5,574,14,582,0.2578587830066681
2380,1020,303,1030,312,0.33573079109191895
2380,5,574,14,582,0.25478482246398926
2381,1020,303,1030,312,0.3448554277420044
2381,5,574,14,582,0.26154443621635437
2382,1020,303,1030,312,0.3394380211830139
2382,5,574,14,582,0.27547943592071533
2383,1020,303,1030,312,0.34858742356300354
2383,5,574,14,582,0.26993033289909363
2384,1020,303,1030,312,0.3576442003250122
2384,5,574,14,582,0.2690020799636841
2385,1020,303,1030,312,0.3566941022872925
2385,5,574,14,582,0.2734745144844055
2386,1020,303,1030,312,0.3499637842178345
2386,5,574,14,582,0.2806699872016907
2387,1020,303,1030,312,0.3275988698005676
2387,5,574,14,582,0.2746979892253876
2387,929,83,935,90,0.12757331132888794
2388,1020,303,1030,312,0.31647735834121704
2388,5,574,14,582,0.2855342626571655
2388,926,86,933,93,0.16840845346450806
2389,1020,303,1030,312,0.31475669145584106
2389,5,574,14,582,0.2865062952041626
2390,1020,303,1030,312,0.3335961699485779
2390,5,574,14,582,0.28592976927757263
2391,1020,303,1030,312,0.3311445415019989
2391,5,574,14,582,0.2801573574542999
2392,1020,303,1030,311,0.3067648112773895
2392,5,574,14,582,0.28514066338539124
2393,1020,303,1030,311,0.304999440908432
2393,5,574,14,582,0.2895771563053131
2394,1020,303,1030,311,0.3062022030353546
2394,5,574,14,582,0.2878665328025818
2394,913,115,919,122,0.14119276404380798
2395,911,123,917,129,0.33875665068626404
2395,1020,303,1030,311,0.32427915930747986
2395,5,574,14,582,0.2830592393875122
2396,1020,303,1030,312,0.34510666131973267
2396,5,574,14,582,0.2862817645072937
2397,1020,303,1030,312,0.34195107221603394
2397,907,124,913,131,0.29175588488578796
2397,5,574,14,582,0.28445613384246826
2398,1020,303,1030,312,0.3419460356235504
2398,5,574,14,582,0.28291556239128113
2399,1020,303,1030,312,0.34358903765678406
2399,5,574,14,582,0.2759626805782318
2400,1020,303,1030,312,0.348520964384079
2400,5,574,14,582,0.29045718908309937
2400,903,113,909,119,0.14849388599395752
2401,1020,303,1030,312,0.3472868502140045
2401,5,574,14,582,0.28443342447280884
2402,1020,303,1030,312,0.3510098159313202
2402,5,574,14,582,0.28638017177581787
2403,1020,303,1030,312,0.3543885350227356
2403,5,574,14,582,0.2860015332698822
2404,1020,303,1030,312,0.3583483397960663
2404,5,574,14,582,0.27672258019447327
2405,1020,303,1030,312,0.356633722782135
2405,5,574,14,582,0.2759225070476532
2406,1020,303,1030,312,0.35174956917762756
2406,5,574,14,582,0.2784074544906616
2407,1020,303,1030,312,0.3572162091732025
2407,5,574,14,582,0.28006571531295776
2408,1020,303,1030,312,0.3598402738571167
2408,5,574,14,582,0.27389830350875854
2409,1020,303,1030,312,0.35483619570732117
2409,5,574,14,582,0.27997517585754395
2410,1020,303,1030,312,0.3460324704647064
2410,5,574,14,582,0.28365492820739746
2411,1020,303,1030,312,0.34323403239250183
2411,5,574,14,582,0.2809585928916931
2412,1020,303,1030,312,0.3467635214328766
2412,5,574,14,582,0.2633197605609894
2413,1020,303,1030,312,0.355951189994812
2413,5,574,14,582,0.26387327909469604
2414,1020,303,1030,312,0.3517478108406067
2414,5,574,14,582,0.26087629795074463
2415,1020,303,1030,312,0.3518696129322052
2415,5,574,14,582,0.25443151593208313
2416,1020,303,1030,312,0.3618616461753845
2416,5,574,14,582,0.26668792963027954
2417,1020,303,1030,312,0.3532266318798065
2417,5,574,14,582,0.2646344304084778
2418,1020,302,1030,312,0.35679173469543457
2418,5,574,14,582,0.2637995779514313
2419,1020,303,1030,312,0.3529994487762451
2419,5,574,14,582,0.2668735384941101
2420,1020,303,1030,312,0.3534209728240967
2420,5,574,14,582,0.2712889313697815
2421,1020,303,1030,312,0.35282543301582336
2421,5,574,14,582,0.2786673307418823
2422,1020,303,1030,312,0.35111624002456665
2422,5,574,14,582,0.2748444378376007
2423,1020,303,1030,312,0.35491129755973816
2423,5,574,14,582,0.27816957235336304
2424,1020,303,1030,312,0.3581664562225342
2424,5,574,14,582,0.2771974802017212
2425,1020,303,1030,311,0.3546208441257477
2425,5,574,14,582,0.2513737380504608
2426,1020,303,1030,311,0.3496335446834564
2426,5,574,14,582,0.25047558546066284
2427,1020,303,1030,311,0.35186198353767395
2427,5,574,14,582,0.2508275806903839
2428,1020,303,1030,311,0.35033389925956726
2428,5,574,14,582,0.24981747567653656
2429,1020,303,1030,311,0.35953211784362793
2429,5,574,14,582,0.24788369238376617
2429,853,90,862,98,0.19276416301727295
2430,1020,303,1030,312,0.3639203906059265
2430,5,574,14,582,0.2478492558002472
2431,1020,303,1030,312,0.3719293773174286
2431,5,574,14,582,0.25059717893600464
2432,1020,303,1030,312,0.36641690135002136
2432,5,574,14,582,0.23900505900382996
2433,1020,303,1030,311,0.3571506142616272
2433,834,109,842,116,0.2863442301750183
2433,5,574,14,582,0.24956314265727997
2434,831,114,838,121,0.5203249454498291
2434,1020,303,1030,312,0.3584803640842438
2434,5,574,14,582,0.2435995638370514
2435,1020,303,1030,312,0.37175920605659485
2435,5,574,14,582,0.25242939591407776
2435,827,120,834,128,0.2085072100162506
2436,824,124,830,131,0.5712955594062805
2436,1020,303,1030,312,0.37424907088279724
2436,5,574,14,582,0.25445061922073364
2437,1020,303,1030,312,0.36209768056869507
2437,5,574,14,582,0.2542102634906769
2437,819,119,827,126,0.11049496382474899
2438,817,115,823,121,0.502676784992218
2438,1020,303,1030,312,0.36636391282081604
2438,5,574,14,582,0.25745347142219543
2439,1020,303,1030,312,0.3500809669494629
2439,5,574,14,582,0.24998784065246582
2439,814,110,821,117,0.1755344122648239
2440,1020,303,1030,312,0.3567042946815491
2440,5,574,14,582,0.24075418710708618
2440,811,107,817,113,0.20044127106666565
2441,1020,303,1030,312,0.35997089743614197
2441,5,574,14,582,0.2410435825586319
2442,1020,303,1030,312,0.3644542098045349
2442,5,574,14,582,0.24197448790073395
2443,1020,303,1030,312,0.34476375579833984
2443,5,574,14,582,0.256226509809494
2444,1020,303,1030,312,0.33858001232147217
2444,5,574,14,582,0.25330981612205505
2445,1020,302,1030,312,0.33132657408714294
2445,5,574,14,582,0.2476854771375656
2446,1020,302,1030,312,0.3441457152366638
2446,5,574,14,582,0.2461104542016983
2447,1020,302,1030,312,0.34978237748146057
2447,5,574,14,582,0.25304141640663147
2448,1020,302,1030,312,0.3360057473182678
2448,5,574,14,582,0.2533018887042999
2448,801,122,808,129,0.1505681872367859
2449,1020,302,1030,312,0.34730154275894165
2449,5,574,14,582,0.24970123171806335
2449,802,119,809,126,0.20202092826366425
2450,1020,302,1030,312,0.34673407673835754
2450,5,574,14,582,0.2524816691875458
2450,802,113,810,120,0.1498718112707138
2451,1020,302,1030,312,0.3500976860523224
2451,5,574,14,582,0.25720104575157166
2451,937,22,944,30,0.1083633080124855
2452,1020,302,1030,312,0.34508955478668213
2452,5,574,14,582,0.2635376453399658
2453,1020,302,1030,312,0.35254955291748047
2453,5,574,14,582,0.25505390763282776
2453,937,22,944,30,0.10958650708198547
2454,1020,302,1030,312,0.3673429787158966
2454,5,574,14,582,0.24959225952625275
2454,937,22,944,30,0.11183149367570877
2455,1020,302,1030,312,0.3751700222492218
2455,5,574,14,582,0.2682938873767853
2455,806,90,814,98,0.17715460062026978
2456,1020,302,1030,312,0.37417367100715637
2456,5,574,14,582,0.26743394136428833
2457,1020,302,1030,312,0.37044432759284973
2457,5,574,14,582,0.2627132534980774
2457,807,86,815,94,0.21447868645191193
2458,1020,302,1030,312,0.37798529863357544
2458,808,85,815,93,0.3325788676738739
2458,5,574,14,582,0.24492491781711578
2459,810,82,817,89,0.5507036447525024
2459,1020,302,1030,312,0.3799639344215393
2459,5,574,14,582,0.2552393972873688
2460,1020,302,1030,312,0.3825772702693939
2460,5,574,14,582,0.26827341318130493
2461,1020,302,1030,312,0.38136929273605347
2461,5,574,14,582,0.2668319344520569
2462,1020,302,1030,312,0.3854106068611145
2462,5,574,14,582,0.27090984582901
2463,1020,302,1030,312,0.379175066947937
2463,5,574,14,582,0.26666340231895447
2464,1020,302,1030,312,0.38618943095207214
2464,5,574,14,582,0.2663516700267792
2465,1020,302,1030,312,0.3878329396247864
2465,5,574,14,582,0.27287086844444275
2466,1020,302,1030,312,0.39251509308815
2466,5,574,14,582,0.2758464813232422
2467,1020,302,1030,312,0.3779560327529907
2467,5,574,14,582,0.28351280093193054
2468,1020,302,1030,312,0.3822233974933624
2468,5,574,14,582,0.3002544641494751
2469,1020,302,1030,312,0.3848131597042084
2469,5,574,14,582,0.300787091255188
2470,1020,302,1030,312,0.3783441185951233
2470,5,574,14,582,0.29342198371887207
2471,1020,302,1030,312,0.37220945954322815
2471,5,574,14,582,0.27668920159339905
2472,1020,302,1030,312,0.37290075421333313
2472,5,574,14,582,0.2836458384990692
2473,1020,302,1030,312,0.38284677267074585
2473,5,574,14,582,0.2763024866580963
2474,1020,302,1030,312,0.36585795879364014
2474,5,574,14,582,0.2724502384662628
2475,1020,302,1030,312,0.3440995216369629
2475,5,574,14,582,0.2799277901649475
2475,936,22,944,31,0.1435306817293167
2476,1020,302,1030,312,0.3340296745300293
2476,5,574,14,582,0.28050974011421204
2476,936,22,944,31,0.13344471156597137
2477,1020,302,1030,312,0.33879539370536804
2477,5,574,14,582,0.2844600975513458
2477,936,22,944,31,0.1110626608133316
2478,1020,302,1030,312,0.3399181067943573
2478,5,574,14,582,0.28548964858055115
2478,936,22,944,30,0.10824698954820633
2479,1020,302,1030,312,0.3582284152507782
2479,5,574,14,582,0.282858669757843
2479,937,22,944,30,0.10331455618143082
2480,1020,302,1030,312,0.360302209854126
2480,5,574,14,582,0.28774943947792053
2480,937,22,944,30,0.10724849998950958
2481,1020,302,1030,312,0.3600640594959259
2481,5,574,14,582,0.2885068655014038
2482,1020,302,1030,312,0.3748449981212616
2482,5,574,14,582,0.28695207834243774
2483,1020,302,1030,312,0.3854311406612396
2483,5,574,14,582,0.2862764894962311
2484,1020,302,1030,312,0.3862643539905548
2484,5,574,14,582,0.2899072766304016
2484,839,0,846,3,0.11066585034132004
2485,1020,303,1030,312,0.39269691705703735
2485,5,574,14,582,0.28618842363357544
2485,839,0,846,3,0.12088499218225479
2486,1020,303,1030,312,0.39218294620513916
2486,5,574,14,582,0.28782156109809875
2486,839,0,846,3,0.11428141593933105
2487,1020,303,1030,312,0.37931159138679504
2487,5,574,14,582,0.28351232409477234
2487,839,0,846,3,0.11699928343296051
2488,1020,303,1030,312,0.3688316345214844
2488,5,574,14,582,0.29526910185813904
2488,839,0,846,3,0.119022898375988
2489,1020,303,1030,312,0.36969080567359924
2489,5,574,14,582,0.29331156611442566
2489,839,0,846,3,0.13055267930030823
2490,1020,303,1030,312,0.3688705861568451
2490,5,574,14,582,0.28957629203796387
2490,839,0,846,3,0.14643722772598267
2491,1020,303,1030,312,0.3629501461982727
2491,5,574,14,582,0.2962262034416199
2491,839,0,846,3,0.13341206312179565
2492,1020,303,1030,312,0.3550621271133423
2492,5,574,14,582,0.3040887117385864
2492,839,0,846,3,0.1395600587129593
2493,1020,303,1030,312,0.3457562327384949
2493,5,574,14,582,0.30263659358024597
2493,839,0,846,3,0.12300678342580795
2494,1020,303,1030,312,0.33670273423194885
2494,5,574,14,582,0.29815778136253357
2494,840,0,847,3,0.14753778278827667
2495,1020,303,1030,311,0.3373238742351532
2495,5,574,14,582,0.3029273748397827
2495,840,0,847,3,0.15222814679145813
2496,1020,303,1030,311,0.34097716212272644
2496,5,574,14,582,0.3027941882610321
2496,840,0,847,3,0.1474561244249344
2497,1020,303,1030,311,0.340090811252594
2497,5,574,14,582,0.30300047993659973
2497,840,0,847,3,0.15493282675743103
2498,1020,303,1030,311,0.3408457040786743
2498,5,574,14,582,0.3009359538555145
2498,840,0,847,3,0.2067580223083496
2499,1020,303,1030,311,0.34478244185447693
2499,5,574,14,582,0.3021739423274994
2499,840,0,847,3,0.21201670169830322
2500,1020,303,1030,311,0.35168999433517456
2500,5,574,14,582,0.2768900990486145
2500,840,0,847,3,0.19266089797019958
2501,1020,303,1030,311,0.35932308435440063
2501,5,574,14,582,0.284801185131073
2501,840,0,847,3,0.21763111650943756
2502,1020,303,1030,311,0.34945911169052124
2502,5,574,14,582,0.2820173501968384
2502,840,0,847,3,0.20828044414520264
2503,1020,303,1030,311,0.35065290331840515
2503,5,574,14,582,0.2862541079521179
2503,840,0,847,3,0.17769169807434082
2504,1020,303,1030,311,0.35299572348594666
2504,5,574,14,582,0.28677618503570557
2504,840,0,847,3,0.17356736958026886
2505,1020,303,1030,311,0.3430841863155365
2505,5,574,14,582,0.2824111580848694
2505,840,0,847,3,0.16024832427501678
2506,1020,303,1030,311,0.3514498472213745
2506,5,574,14,582,0.29445841908454895
2506,840,0,847,3,0.18637286126613617
2507,1020,303,1030,311,0.35557547211647034
2507,5,574,14,582,0.29195910692214966
2507,840,0,847,3,0.18663735687732697
2508,1020,303,1030,311,0.3453104794025421
2508,5,574,14,582,0.29605475068092346
2508,840,0,847,3,0.19651806354522705
2509,1020,303,1030,311,0.34317198395729065
2509,5,574,14,582,0.28849539160728455
2509,840,0,847,3,0.2043415904045105
2510,1020,303,1030,311,0.34099701046943665
2510,5,574,14,582,0.2905333638191223
2510,840,0,847,3,0.20004570484161377
2511,1020,303,1030,311,0.33682191371917725
2511,5,574,14,582,0.30051809549331665
2511,840,0,847,3,0.18990319967269897
2512,1020,303,1030,311,0.3377276659011841
2512,5,574,14,582,0.2948344945907593
2512,840,0,846,3,0.1865261197090149
2513,1020,303,1030,311,0.3395545780658722
2513,5,574,14,582,0.29358869791030884
2513,840,0,847,3,0.21687141060829163
2514,1020,303,1030,311,0.3436485230922699
2514,5,574,14,582,0.29225707054138184
2514,840,0,847,3,0.2123403251171112
2515,1020,303,1030,311,0.3461367189884186
2515,5,574,14,582,0.2864433228969574
2515,840,0,847,3,0.22265209257602692
2516,1020,303,1030,311,0.3516840934753418
2516,5,574,14,582,0.2889787554740906
2516,840,0,847,3,0.21490472555160522
2517,1020,303,1030,311,0.34536999464035034
2517,5,574,14,582,0.29068583250045776
2517,840,0,847,3,0.19552409648895264
2518,1020,303,1030,311,0.3525211811065674
2518,5,574,14,582,0.2817009389400482
2518,840,0,846,3,0.20132914185523987
2519,1020,303,1030,311,0.3604029417037964
2519,5,574,14,582,0.2817654013633728
2519,840,0,846,3,0.19047655165195465
2520,1020,303,1030,311,0.36225542426109314
2520,5,574,14,582,0.2848066985607147
2520,840,0,846,3,0.17670801281929016
2521,1020,303,1030,311,0.3579378128051758
2521,5,574,14,582,0.28815537691116333
2521,840,0,846,3,0.1687711775302887
2522,1020,303,1030,311,0.3639586567878723
2522,5,574,14,582,0.2836855351924896
2522,840,0,846,3,0.18419517576694489
2523,1020,303,1030,311,0.36084672808647156
2523,5,574,14,582,0.28652483224868774
2523,840,0,847,3,0.1908399611711502
2524,1020,303,1030,311,0.3674291670322418
2524,5,574,14,582,0.277159720659256
2524,840,0,847,3,0.1919456571340561
2525,1020,302,1030,311,0.35623884201049805
2525,5,574,14,582,0.2784910798072815
2525,840,0,846,2,0.15090812742710114
2526,1020,302,1030,311,0.35617202520370483
2526,5,574,14,582,0.27930334210395813
2526,840,0,846,2,0.134437695145607
2526,907,16,916,25,0.11799502372741699
2527,1020,302,1030,311,0.35792434215545654
2527,5,574,14,582,0.28416767716407776
2527,840,0,846,2,0.1369587630033493
2527,908,15,917,25,0.10782653838396072
2528,1020,302,1030,311,0.35521528124809265
2528,5,574,14,582,0.28639721870422363
2528,840,0,846,2,0.13314414024353027
2529,1020,302,1030,311,0.3503919839859009
2529,5,574,14,582,0.28585949540138245
2529,840,0,846,2,0.14536084234714508
2530,1020,302,1030,311,0.3462982773780823
2530,5,574,14,582,0.28762564063072205
2530,840,0,846,2,0.14808917045593262
2531,1020,302,1030,311,0.34751471877098083
2531,5,574,14,582,0.2985186278820038
2531,840,0,846,2,0.1483938843011856
2532,1020,302,1030,311,0.352728933095932
2532,5,574,14,582,0.3063182830810547
2532,840,0,846,2,0.14639414846897125
2533,1020,302,1030,311,0.3516344428062439
2533,5,574,14,582,0.3027418553829193
2533,840,0,846,2,0.15745870769023895
2534,1020,303,1030,311,0.35719454288482666
2534,5,574,14,582,0.30109715461730957
2534,840,0,846,2,0.15715214610099792
2535,1020,303,1030,311,0.35479503870010376
2535,5,574,14,582,0.2992502748966217
2535,840,0,846,2,0.16064372658729553
2536,1020,303,1030,311,0.35511255264282227
2536,5,574,14,582,0.2890230417251587
2536,840,0,846,2,0.1558588147163391
2537,1020,303,1030,311,0.35453298687934875
2537,5,574,14,582,0.30356693267822266
2537,840,0,846,2,0.16922949254512787
2538,1020,303,1030,311,0.35969245433807373
2538,5,574,14,582,0.3029581904411316
2538,840,0,846,2,0.17521347105503082
2539,1020,303,1030,311,0.36238574981689453
2539,5,574,14,582,0.3045126795768738
2539,840,0,846,2,0.15666641294956207
2540,1020,303,1030,311,0.36366984248161316
2540,5,574,14,582,0.30401068925857544
2540,840,0,846,2,0.15413998067378998
2541,1020,303,1030,311,0.36391371488571167
2541,5,574,14,582,0.3057403266429901
2541,840,0,846,2,0.15786652266979218
2542,1020,303,1030,311,0.3701023459434509
2542,5,574,14,582,0.2980116307735443
2542,840,0,846,2,0.15358129143714905
2543,1020,303,1030,311,0.3650114834308624
2543,5,574,14,582,0.29552358388900757
2543,840,0,846,2,0.14996419847011566
2544,1020,303,1030,311,0.3586505651473999
2544,5,574,14,582,0.29863008856773376
2544,840,0,846,2,0.11250969767570496
2545,903,115,909,122,0.4796293377876282
2545,1020,302,1030,311,0.35249656438827515
2545,5,574,14,582,0.2902504801750183
2546,903,123,909,130,0.4035281538963318
2546,1020,303,1030,311,0.3559269309043884
2546,5,574,14,582,0.2894492745399475
2546,840,0,846,2,0.12083873897790909
2547,1020,302,1030,311,0.3465297520160675
2547,903,129,909,135,0.30109667778015137
2547,5,574,14,582,0.2922956347465515
2547,840,0,846,2,0.1078881099820137
2548,902,123,908,129,0.3521503210067749
2548,1020,302,1030,311,0.34591615200042725
2548,5,574,14,582,0.29020270705223083
2549,1020,302,1030,311,0.34225994348526
2549,5,574,14,582,0.29616686701774597
2550,900,113,906,120,0.47380438446998596
2550,1020,303,1030,311,0.3516642153263092
2550,5,574,14,582,0.2927994430065155
2551,898,109,904,115,0.36494022607803345
2551,1020,303,1030,311,0.35327795147895813
2551,5,574,14,582,0.2903638184070587
2551,840,0,846,2,0.12047164142131805
2552,1020,303,1030,311,0.35901182889938354
2552,897,106,904,112,0.31593114137649536
2552,5,574,14,582,0.2898634672164917
2552,840,0,846,2,0.15165714919567108
2553,1020,303,1030,311,0.352284699678421
2553,5,574,14,582,0.2986070215702057
2553,896,103,904,110,0.23149026930332184
2553,840,0,846,2,0.14988240599632263
2554,1020,303,1030,311,0.3568049669265747
2554,5,574,14,582,0.2977932095527649
2554,840,0,846,2,0.1593310534954071
2554,896,101,903,108,0.11805136501789093
2555,1020,303,1030,311,0.35478249192237854
2555,5,574,14,582,0.2954142689704895
2555,840,0,846,2,0.15669949352741241
2556,1020,303,1030,311,0.3498481810092926
2556,5,574,14,582,0.2936995327472687
2556,840,0,846,2,0.15276971459388733
2557,1020,303,1030,311,0.34736165404319763
2557,5,574,14,582,0.29388803243637085
2557,840,0,847,3,0.15668173134326935
2558,1020,303,1030,311,0.3586289584636688
2558,5,574,14,582,0.2856997549533844
2558,840,0,847,2,0.16400973498821259
2559,1020,303,1030,311,0.3521776497364044
2559,5,574,14,582,0.2819974422454834
2559,840,0,846,2,0.1571851670742035
2560,1020,303,1030,311,0.3503110110759735
2560,5,574,14,582,0.2800610065460205
2560,840,0,846,2,0.1478682905435562
2561,1020,303,1030,311,0.3522995710372925
2561,5,574,14,582,0.27978071570396423
2561,840,0,846,2,0.16401953995227814
2562,1020,303,1030,311,0.3520929217338562
2562,5,574,14,582,0.278479665517807
2562,840,0,846,2,0.17212189733982086
2563,1020,303,1030,311,0.3451234996318817
2563,5,574,14,582,0.2803219258785248
2563,840,0,846,2,0.16243737936019897
2564,1020,303,1030,311,0.343909353017807
2564,5,574,14,582,0.2813432216644287
2564,840,0,846,2,0.146961972117424
2565,1020,303,1030,311,0.3487907946109772
2565,5,574,14,582,0.26185962557792664
2565,840,0,846,2,0.12407483160495758
2566,1020,303,1030,311,0.35121697187423706
2566,5,574,14,582,0.2607088088989258
2567,1020,303,1030,311,0.35243409872055054
2567,5,574,14,582,0.26683807373046875
2568,1020,303,1030,311,0.3548424243927002
2568,5,574,14,582,0.2657032907009125
2569,1020,303,1030,311,0.3548652231693268
2569,5,574,14,582,0.2583385109901428
2570,1020,303,1030,311,0.35910919308662415
2570,5,574,14,582,0.25681743025779724
2571,1020,303,1030,311,0.35669761896133423
2571,5,574,14,582,0.2700498700141907
2571,975,164,985,176,0.17451810836791992
2572,1020,302,1030,311,0.36470741033554077
2572,5,574,14,582,0.2742956280708313
2573,995,192,1006,206,0.45709115266799927
2573,1020,302,1030,311,0.3680500388145447
2573,5,574,14,582,0.263271301984787
2574,1020,302,1030,311,0.3677968978881836
2574,5,574,14,582,0.27134406566619873
2575,1020,302,1030,311,0.3324121832847595
2575,5,574,15,582,0.20222654938697815
2575,1018,302,1029,311,0.15258558094501495
2576,1020,302,1030,311,0.3284221589565277
2576,5,574,15,582,0.20240533351898193
2577,1020,302,1030,311,0.330552339553833
2577,1037,264,1046,273,0.2827693223953247
2577,5,574,15,582,0.2022303342819214
2577,1018,302,1029,311,0.1505783647298813
2577,1037,263,1047,272,0.1341969072818756
2578,1040,265,1049,274,0.39465469121932983
2578,1020,302,1030,312,0.35348495841026306
2578,5,574,15,582,0.20219215750694275
2578,1039,263,1049,274,0.10914795845746994
2579,1020,302,1031,312,0.3743349313735962
2579,1042,265,1051,274,0.3208162188529968
2579,5,574,14,582,0.2052544206380844
2580,1020,302,1031,312,0.3889961540699005
2580,1042,265,1053,275,0.3237276077270508
2580,5,574,14,582,0.2159263640642166
2581,1020,302,1031,312,0.37859752774238586
2581,1043,266,1053,275,0.36350545287132263
2581,5,574,14,582,0.21001186966896057
2582,1020,302,1031,312,0.3843245804309845
2582,5,574,14,582,0.2173573076725006
2582,1044,267,1054,277,0.1805584579706192
2583,1019,302,1031,312,0.3874058127403259
2583,5,574,14,582,0.21546483039855957
2583,1043,269,1054,280,0.19115391373634338
2584,1019,302,1031,313,0.36649763584136963
2584,1043,272,1054,283,0.29341012239456177
2584,5,574,14,582,0.2198367863893509
2585,1020,302,1031,312,0.36873939633369446
2585,1043,276,1054,287,0.3318704068660736
2585,5,574,14,582,0.21871306002140045
2586,1019,302,1031,312,0.3580211102962494
2586,5,574,14,582,0.220185786485672
2586,1044,281,1054,291,0.21819137036800385
2587,1019,302,1031,312,0.2995557188987732
2587,5,574,14,582,0.21240858733654022
2588,1019,302,1031,312,0.2844134271144867
2588,5,574,14,582,0.21681644022464752
2588,1042,288,1053,299,0.20676442980766296
2589,1020,302,1031,312,0.3356032967567444
2589,5,574,14,582,0.2055133581161499
2589,1042,284,1053,294,0.19584418833255768
2590,1020,302,1031,312,0.3700118362903595
2590,1042,281,1051,291,0.23629122972488403
2590,5,574,14,582,0.21066279709339142
2591,1020,302,1031,312,0.34449025988578796
2591,5,574,14,582,0.20875251293182373
2591,1042,279,1051,289,0.13182726502418518
2592,1020,302,1031,312,0.36728712916374207
2592,5,574,15,582,0.20742739737033844
2593,1020,302,1031,312,0.340669184923172
2593,5,574,15,582,0.2114291489124298
2594,1041,281,1050,290,0.38403668999671936
2594,1020,302,1030,312,0.31816232204437256
2594,5,574,15,582,0.2162146121263504
2594,1200,37,1208,44,0.1269102394580841
2595,1040,283,1050,293,0.32753786444664
2595,1020,302,1030,312,0.30234479904174805
2595,5,574,15,582,0.20477788150310516
2596,1040,283,1050,292,0.3430895507335663
2596,1020,302,1030,311,0.2895365357398987
2596,5,574,15,582,0.2063598334789276
2597,1041,281,1050,290,0.34302228689193726
2597,1020,302,1030,311,0.3033556044101715
2597,5,574,15,582,0.19428770244121552
2598,1020,303,1030,311,0.30231210589408875
2598,1041,280,1050,289,0.29346051812171936
2598,5,574,15,582,0.21855436265468597
2599,1041,280,1050,289,0.33434510231018066
2599,1020,303,1030,311,0.3220498263835907
2599,5,574,15,582,0.22296233475208282
2600,1041,280,1050,289,0.3547390401363373
2600,1020,302,1030,311,0.3312762677669525
